repo_url,timestamp,comment,n_additions,n_deletions,changes,n_passed,n_run,tests_passed
3f492ae9ca1109be4bea34e248c958be,2019-10-14T04:11:27Z,Merge branch 'master' of https://github.com/wwu-csci-145/lab3-cole-goodnight-0,2,2,4,8,8,1.0
3f492ae9ca1109be4bea34e248c958be,2019-10-14T05:12:54Z,final review and comment updates - done,6,0,6,8,8,1.0
3f492ae9ca1109be4bea34e248c958be,2019-10-13T20:10:42Z,Initial commit,556,0,556,0,8,0.0
3f492ae9ca1109be4bea34e248c958be,2019-10-14T01:32:25Z,Built user interface and finished reverse string.,75,4,79,0,8,0.0
3f492ae9ca1109be4bea34e248c958be,2019-10-14T01:35:37Z,Update README.md,2,2,4,0,8,0.0
06071b3fbe8cf4780404e6a06b0e7a86,2019-10-19T21:19:38Z,Initial commit,556,0,556,0,8,0.0
06071b3fbe8cf4780404e6a06b0e7a86,2019-10-25T01:08:22Z,Edited ReadMe and created main functions.,94,49,143,0,0,-1.0
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-23T01:16:23Z,"Everything has been completely implemented and seems to work. I should switch to some switch statements maybe, work on coupling and maybe re-make some prompts if they aren't good but that isn't really necessary. Added comments and did some formating stuff. Also fixed a design flaw where when entering an incorrect instance, we would go back to the new line prompt instead of the command prompt.",171,125,296,8,8,1.0
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-23T02:05:47Z,travis ci is not building the things so I'm trying something,1,0,1,8,8,1.0
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-23T03:44:39Z,Undoing previous commit,2,3,5,8,8,1.0
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-10T20:03:35Z,Initial commit,556,0,556,0,8,0.0
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-14T21:54:57Z,"No actual changes made, only added or removed blank space while looking at the file.",45,1,46,0,8,0.0
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-16T22:46:07Z,Built all empty methods within the StringManipulator.java file except for the main method and the validateOccurance method.,74,15,89,3,8,0.375
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-20T00:19:39Z,"Fixed validateString, which always returned false. Fixed printReverse, which printed the input string without reversing it. Implemented validateOccurance. Implemented all of the inputs and outputs for the different commands except for the replace single command. All of the implemented commands seem to work as intended to me but they all need to be tested further",143,8,151,6,8,0.75
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-20T00:26:28Z,Editing the readme file.,4,2,6,6,8,0.75
82216a3eb60c07d0fe36f59a6c215d9c,2019-10-21T22:46:21Z,"Testing all of the different methods to make sure they work as intended and handle different parameters correctly. Also asked questions during the lab and found out that I should try to split different parts of my main method into multiple methods, as well as to use switch statements to make things more readable.",23,2,25,6,8,0.75
2d96bdcc423f4eca0f24a3f482494886,2019-10-15T17:19:21Z,Initial commit,556,0,556,0,8,0.0
15f55a8e2302f91e099648eb59089b18,2019-10-10T18:05:17Z,"Test Passes, no user inputs",48,13,61,8,8,1.0
15f55a8e2302f91e099648eb59089b18,2019-10-13T20:04:00Z,"added replace all, quit and reverse user commands",125,73,198,8,8,1.0
15f55a8e2302f91e099648eb59089b18,2019-10-14T19:32:23Z,All commands but remove added,62,22,84,8,8,1.0
15f55a8e2302f91e099648eb59089b18,2019-10-14T19:44:44Z,All commands work - needs documentation,24,9,33,8,8,1.0
15f55a8e2302f91e099648eb59089b18,2019-10-17T20:41:40Z,"Limit to around 80-90 character lines, finished comments",41,13,54,8,8,1.0
15f55a8e2302f91e099648eb59089b18,2019-10-10T17:07:34Z,Initial commit,556,0,556,0,8,0.0
264227073e162dfbb1e27c65e4cbc27c,2019-10-14T19:46:12Z,Fixed validateOccurance finally. Looking forward to other errors,10,3,13,8,8,1.0
264227073e162dfbb1e27c65e4cbc27c,2019-10-14T19:49:08Z,Everything works and I'm glad,3,1,4,8,8,1.0
264227073e162dfbb1e27c65e4cbc27c,2019-10-14T20:11:17Z,cleaned up code and added comments,52,1,53,8,8,1.0
264227073e162dfbb1e27c65e4cbc27c,2019-10-10T19:29:31Z,Initial commit,556,0,556,0,8,0.0
264227073e162dfbb1e27c65e4cbc27c,2019-10-13T21:03:42Z,Changed the methods to not just return a blank string and updated the code to get user input,115,16,131,7,8,0.875
264227073e162dfbb1e27c65e4cbc27c,2019-10-13T21:12:28Z,Changed Validate Occurence method and changed input in main,1,4,5,6,8,0.75
264227073e162dfbb1e27c65e4cbc27c,2019-10-13T21:17:49Z,Changed Validate Occurenece menthod again,1,1,2,7,8,0.875
264227073e162dfbb1e27c65e4cbc27c,2019-10-14T19:34:33Z,Hopefully fixed the validateOccurance method,5,9,14,6,8,0.75
bba45183bb579534567c631425fd9617,2019-10-22T04:21:55Z,"Added another variable to validateOccurance\n\nI didn't want to mess with the number that gets put into the method (int number) but I needed a way to track which instance of a char the user wanted to replace, so I made an extra variable userNum = number so that I could keep track of what character to change without messing with the number the user input into the method.",24,7,31,8,8,1.0
bba45183bb579534567c631425fd9617,2019-10-22T19:21:14Z,Added build status to README,2,0,2,8,8,1.0
bba45183bb579534567c631425fd9617,2019-10-10T22:39:09Z,Initial commit,556,0,556,0,8,0.0
bba45183bb579534567c631425fd9617,2019-10-14T23:05:12Z,added validate string (still need to work on the logic of that) and printReverse functions,59,7,66,0,8,0.0
bba45183bb579534567c631425fd9617,2019-10-21T16:47:30Z,Added a bunch of methods. Work on in lab tomorrow\n\nNeed to sort out some bugs and logical errors in lab.,142,23,165,4,8,0.5
bba45183bb579534567c631425fd9617,2019-10-21T23:06:29Z,Added remove function and fixed logic of program,70,19,89,7,8,0.875
ca5aecc4c53c9f9ece61784064e356f7,2019-10-15T18:35:22Z,Created main,102,8,110,8,8,1.0
ca5aecc4c53c9f9ece61784064e356f7,2019-10-19T06:20:24Z,Working on main,24,9,33,8,8,1.0
ca5aecc4c53c9f9ece61784064e356f7,2019-10-19T07:27:30Z,Fixed up main and cleaned it up a bit,79,39,118,8,8,1.0
ca5aecc4c53c9f9ece61784064e356f7,2019-10-19T07:31:20Z,Fixed main,2,2,4,8,8,1.0
ca5aecc4c53c9f9ece61784064e356f7,2019-10-19T07:33:54Z,Updated README file,4,2,6,8,8,1.0
ca5aecc4c53c9f9ece61784064e356f7,2019-10-13T19:37:40Z,Initial commit,556,0,556,0,8,0.0
ca5aecc4c53c9f9ece61784064e356f7,2019-10-13T23:31:48Z,"Added all methods except validate string, testing on them still needs to be done",85,13,98,7,8,0.875
ca5aecc4c53c9f9ece61784064e356f7,2019-10-19T07:29:18Z,Testing something with Travis,2,2,4,6,8,0.75
7f9ed5ed83c56257653cbee33bdcffe5,2019-10-23T00:12:38Z,added methods and did some bug fixing,105,7,112,8,8,1.0
7f9ed5ed83c56257653cbee33bdcffe5,2019-10-23T00:15:13Z,filled readme,2,2,4,8,8,1.0
7f9ed5ed83c56257653cbee33bdcffe5,2019-10-23T05:22:28Z,added comments and added logic for some edge cases,43,31,74,8,8,1.0
7f9ed5ed83c56257653cbee33bdcffe5,2019-10-19T07:35:35Z,Initial commit,556,0,556,0,8,0.0
af4e9f4b04c8237c3e42ab69fac9262e,2019-10-12T07:37:17Z,this is still missing comments,254,23,277,8,8,1.0
af4e9f4b04c8237c3e42ab69fac9262e,2019-10-12T07:38:39Z,Update README.md,4,2,6,8,8,1.0
af4e9f4b04c8237c3e42ab69fac9262e,2019-10-20T23:31:03Z,This should be everything,1,5,6,8,8,1.0
af4e9f4b04c8237c3e42ab69fac9262e,2019-10-22T18:16:32Z,Update README.md,1,0,1,8,8,1.0
af4e9f4b04c8237c3e42ab69fac9262e,2019-10-11T21:44:08Z,Initial commit,556,0,556,0,8,0.0
8ae923b3cefe6b96dcc33931d7459a61,2019-10-14T21:23:38Z,test1,191,78,269,8,8,1.0
8ae923b3cefe6b96dcc33931d7459a61,2019-10-15T21:12:54Z,combine code and comments for cleaner code,26,47,73,8,8,1.0
8ae923b3cefe6b96dcc33931d7459a61,2019-10-15T21:15:44Z,Update README.md,4,2,6,8,8,1.0
8ae923b3cefe6b96dcc33931d7459a61,2019-10-13T22:47:29Z,Initial commit,556,0,556,0,8,0.0
324c3c9c8b4421128019a69b21f82f9d,2019-10-15T04:28:02Z,Initial Implementatins of methods,51,13,64,8,8,1.0
324c3c9c8b4421128019a69b21f82f9d,2019-10-15T04:31:18Z,travis markdown and edit,4,2,6,8,8,1.0
324c3c9c8b4421128019a69b21f82f9d,2019-10-15T22:40:50Z,Full Test 1/need tweaks,86,4,90,8,8,1.0
324c3c9c8b4421128019a69b21f82f9d,2019-10-16T04:37:22Z,fix double command enter,10,2,12,8,8,1.0
324c3c9c8b4421128019a69b21f82f9d,2019-10-16T16:44:59Z,Tested user inputs1,1,2,3,8,8,1.0
324c3c9c8b4421128019a69b21f82f9d,2019-10-18T01:08:28Z,Final_touches_1,39,40,79,8,8,1.0
324c3c9c8b4421128019a69b21f82f9d,2019-10-13T20:00:01Z,Initial commit,556,0,556,0,8,0.0
47dd0e7b3cffec3061383ce4687c2b11,2019-10-14T20:18:40Z,Added code for provided methods,58,15,73,8,8,1.0
47dd0e7b3cffec3061383ce4687c2b11,2019-10-14T23:07:11Z,added user input (not finished),76,6,82,8,8,1.0
47dd0e7b3cffec3061383ce4687c2b11,2019-10-17T00:35:16Z,finalized user input and added comments,118,85,203,8,8,1.0
47dd0e7b3cffec3061383ce4687c2b11,2019-10-17T00:41:31Z,uncommented println statement,1,1,2,8,8,1.0
47dd0e7b3cffec3061383ce4687c2b11,2019-10-17T22:26:08Z,Debugged and updated readme,13,2,15,8,8,1.0
47dd0e7b3cffec3061383ce4687c2b11,2019-10-12T04:55:19Z,Initial commit,556,0,556,0,8,0.0
b66ec4a28451b3276f764dc4327e4700,2019-10-15T20:43:01Z,Initial commit,556,0,556,0,8,0.0
7be870569a0eb9666259b0d3be6da919,2019-10-20T18:45:35Z,"version 1\n\nImplemented all required methods. Main method supports commands ""quit"" ""print reverse"" ""replace all"" and ""replace single""",247,92,339,8,8,1.0
7be870569a0eb9666259b0d3be6da919,2019-10-22T03:33:51Z,"version 2\n\nImplemented ""remove"" command.\nFixed validateOccurance method.\nAdded more comments.",41,11,52,8,8,1.0
7be870569a0eb9666259b0d3be6da919,2019-10-10T20:23:38Z,Initial commit,556,0,556,0,8,0.0
06031ff12b14bd2ea6a5214ae4b7a978,2019-10-14T23:13:48Z,Fleshed out main method to include try/catch statements.\n\nAdded comments to methods.\n\nEdited readme.,78,37,115,8,8,1.0
06031ff12b14bd2ea6a5214ae4b7a978,2019-10-15T03:19:28Z,Added build sticker to readme,2,1,3,8,8,1.0
06031ff12b14bd2ea6a5214ae4b7a978,2019-10-10T19:59:13Z,Initial commit,556,0,556,0,8,0.0
06031ff12b14bd2ea6a5214ae4b7a978,2019-10-14T21:08:51Z,implemented all methods and most of the main method,149,25,174,6,8,0.75
53b5b80c6a58a70ff95543a107862813,2019-10-14T22:40:00Z,Implimented all methods and added comments.,175,20,195,8,8,1.0
53b5b80c6a58a70ff95543a107862813,2019-10-14T22:53:36Z,Fixed replace all command and added in some redundancies.,3,2,5,8,8,1.0
53b5b80c6a58a70ff95543a107862813,2019-10-14T22:38:16Z,Updated README,2,2,4,0,8,0.0
93874b59f92cb6b4ff1678ec89327bcf,2019-10-13T23:57:32Z,Initial commit,556,0,556,0,8,0.0
48faf3082489c7a2e733552449cc23cd,2019-10-12T21:11:41Z,Fixed remove method along with implementing all validate methods,122,51,173,8,8,1.0
48faf3082489c7a2e733552449cc23cd,2019-10-12T21:13:22Z,Update README.md,2,0,2,8,8,1.0
48faf3082489c7a2e733552449cc23cd,2019-10-11T22:42:53Z,Initial commit,556,0,556,0,8,0.0
48faf3082489c7a2e733552449cc23cd,2019-10-12T19:08:48Z,"created main, printReverse, replaceAll, replaceSingle, and remove",115,11,126,4,8,0.5
5c04c48482962c6fdad41e36df3a9937,2019-10-15T21:47:25Z,everything is working properly,32,17,49,8,8,1.0
